Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade,Dias_para_Entrega,Dias_previsto,Predição_dias_para_Entrega,Predição_data_de_entrega
597,2025-04-16,PB,2025-06-27,2025-05-23,Entregue,Dentro do prazo,37.0,72,,
598,2025-04-16,GPM GPM,2025-05-02,2025-05-07,Entregue,Fora do Prazo,21.0,16,,
599,2025-04-16,GPM GPM,2025-05-30,2025-05-07,Entregue,Dentro do prazo,21.0,44,,
600,2025-04-16,GPM GPM,2025-06-27,2025-05-07,Entregue,Dentro do prazo,21.0,72,,
601,2025-04-16,GPM GPM,2025-05-02,2025-05-07,Entregue,Fora do Prazo,21.0,16,,
602,2025-04-16,GPM GPM,2025-05-30,2025-05-23,Entregue,Dentro do prazo,37.0,44,,
603,2025-04-16,GPM GPM,2025-06-27,2025-05-23,Entregue,Dentro do prazo,37.0,72,,
604,2025-04-16,GPM GPM,2025-05-02,2025-06-30,Entregue,Fora do Prazo,75.0,16,,
605,2025-04-16,GPM GPM,2025-05-30,2025-05-07,Entregue,Dentro do prazo,21.0,44,,
606,2025-04-16,GPM GPM,2025-06-27,2025-05-23,Entregue,Dentro do prazo,37.0,72,,
607,2025-04-16,PAS,2025-05-02,2025-05-07,Entregue,Fora do Prazo,21.0,16,,
608,2025-04-16,STO,2025-05-30,2025-05-23,Entregue,Dentro do prazo,37.0,44,,
610,2025-04-16,RMF,2025-05-02,2025-05-07,Entregue,Fora do Prazo,21.0,16,,
611,2025-04-16,ACV,2025-05-30,2025-05-23,Entregue,Dentro do prazo,37.0,44,,
612,2025-04-16,ACV,2025-06-27,2025-05-23,Entregue,Dentro do prazo,37.0,72,,
613,2025-04-16,VC,2025-05-02,2025-05-07,Entregue,Fora do Prazo,21.0,16,,
614,2025-04-16,VC,2025-05-30,2025-05-23,Entregue,Dentro do prazo,37.0,44,,
615,2025-04-16,ACV,2025-06-27,2025-06-30,Entregue,Fora do Prazo,75.0,72,,
616,2025-04-16,STO,2025-04-16,2025-04-16,Entregue,Dentro do prazo,0.0,0,,
617,2025-04-16,STO,2025-04-16,2025-04-16,Entregue,Dentro do prazo,0.0,0,,
618,2025-04-16,MDMEC,2025-04-16,2025-04-16,Entregue,Dentro do prazo,0.0,0,,
619,2025-04-16,RIC,2025-04-16,2025-04-16,Entregue,Dentro do prazo,0.0,0,,
620,2025-04-17,PIC,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
621,2025-04-17,PIC,2025-04-17,2025-05-02,Entregue,Fora do Prazo,15.0,0,,
622,2025-04-17,EST,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
623,2025-04-17,RIC,2025-04-17,2025-05-02,Entregue,Fora do Prazo,15.0,0,,
624,2025-04-17,RCSS,2025-04-17,2025-05-02,Entregue,Fora do Prazo,15.0,0,,
625,2025-04-17,BCA,2025-04-17,2025-05-02,Entregue,Fora do Prazo,15.0,0,,
626,2025-04-17,BCA,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
627,2025-04-17,BCA,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
628,2025-04-17,BCA,2025-04-17,2025-05-01,Entregue,Fora do Prazo,14.0,0,,
629,2025-04-17,BCA,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
630,2025-04-17,BICIE,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
631,2025-04-17,VCZ,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
632,2025-04-17,SRPA,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
633,2025-04-17,SRPA,2025-04-17,2025-04-27,Entregue,Fora do Prazo,10.0,0,,
634,2025-04-17,SWA,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
635,2025-04-17,SWA,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
636,2025-04-17,SWA,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
637,2025-04-17,BCA,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
638,2025-04-17,ENICA,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
639,2025-04-17,TOD,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
640,2025-04-17,TOD,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
641,2025-04-17,TOD,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
642,2025-04-17,TOD,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
643,2025-04-17,TOD,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
644,2025-04-17,HMC,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
645,2025-04-17,RCM,2025-04-17,2025-04-17,Entregue,Dentro do prazo,0.0,0,,
646,2025-04-22,SWA,2025-04-22,2025-04-28,Entregue,Fora do Prazo,6.0,0,,
647,2025-04-22,SWA,2025-04-25,2025-05-01,Entregue,Fora do Prazo,9.0,3,,
648,2025-04-22,SWA,2025-04-22,2025-05-01,Entregue,Fora do Prazo,9.0,0,,
649,2025-04-22,MOLE,2025-04-22,2025-05-01,Entregue,Fora do Prazo,9.0,0,,
650,2025-04-23,MOLE,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
651,2025-04-23,MJA,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
652,2025-04-23,TOD,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
653,2025-04-23,MUL,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
654,2025-04-23,PB,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
655,2025-04-23,PB,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
656,2025-04-23,PB,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
657,2025-04-23,PIN,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
658,2025-04-23,PB,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
659,2025-04-23,DCS,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
660,2025-04-23,MJA,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
661,2025-04-23,MJA,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
662,2025-04-23,TOD,2025-05-12,2025-05-27,Entregue,Fora do Prazo,34.0,19,,
663,2025-04-23,JPM,2025-04-23,2025-04-27,Entregue,Fora do Prazo,4.0,0,,
664,2025-04-23,MJA,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
665,2025-04-23,VC,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
666,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
667,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
668,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
669,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
670,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
671,2025-04-23,ALRT,2025-04-23,2025-05-01,Entregue,Fora do Prazo,8.0,0,,
672,2025-04-23,ALRT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
673,2025-04-23,MF,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
674,2025-04-23,MF,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
675,2025-04-23,CCT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
676,2025-04-23,CCT,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
677,2025-04-23,STO,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
678,2025-04-23,DCS,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
679,2025-04-23,STO,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
680,2025-04-23,STO,2025-04-23,2025-04-28,Entregue,Fora do Prazo,5.0,0,,
681,2025-04-23,FT,2025-05-03,2025-05-01,Entregue,Dentro do prazo,8.0,10,,
682,2025-04-24,PB,2025-04-24,2025-05-01,Entregue,Fora do Prazo,7.0,0,,
683,2025-04-24,MJA,2025-04-28,2025-05-01,Entregue,Fora do Prazo,7.0,4,,
684,2025-04-24,AEA,2025-05-06,2025-05-01,Entregue,Dentro do prazo,7.0,12,,
685,2025-04-24,AEA,2025-05-06,2025-05-01,Entregue,Dentro do prazo,7.0,12,,
686,2025-04-27,MJA,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
687,2025-04-27,RTPS,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
688,2025-04-27,WGA,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
689,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
690,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
691,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
692,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
693,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
694,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
695,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
696,2025-04-27,FT,2025-04-27,2025-05-06,Entregue,Fora do Prazo,9.0,0,,
697,2025-04-27,FT,2025-04-27,2025-05-06,Entregue,Fora do Prazo,9.0,0,,
698,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo,9.0,0,,
699,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo,9.0,0,,
700,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo,9.0,0,,
701,2025-04-27,SAP,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
702,2025-04-27,TOD,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
703,2025-04-27,MJA,2025-04-27,2025-04-28,Entregue,Fora do Prazo,1.0,0,,
704,2025-04-28,AB,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
705,2025-04-28,STO,2025-04-30,2025-05-01,Entregue,Fora do Prazo,3.0,2,,
706,2025-04-28,PB,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
707,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
708,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
709,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
710,2025-04-28,PB,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
711,2025-04-28,BFPS,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
712,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
713,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
714,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
715,2025-04-28,AFE,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
716,2025-04-28,AFE,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
717,2025-04-28,FSS,2025-04-28,2025-04-29,Entregue,Fora do Prazo,1.0,0,,
718,2025-04-28,CM,2025-05-02,2025-05-01,Entregue,Dentro do prazo,3.0,4,,
719,2025-04-28,CIMDE,2025-04-28,2025-04-28,Entregue,Dentro do prazo,0.0,0,,
720,2025-04-28,MJA,2025-04-28,2025-04-29,Entregue,Fora do Prazo,1.0,0,,
721,2025-04-28,ACDMH,2025-04-28,2025-05-14,Entregue,Fora do Prazo,16.0,0,,
722,2025-04-29,VC,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
723,2025-04-29,PB,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
724,2025-04-29,LCM,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
725,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
726,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
727,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
728,2025-04-29,DLCA,2025-04-29,2025-05-05,Entregue,Fora do Prazo,6.0,0,,
729,2025-04-29,JOW,2025-05-05,2025-05-06,Entregue,Fora do Prazo,7.0,6,,
730,2025-04-29,CDMICT,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
731,2025-04-29,SWA,2025-04-29,2025-05-01,Entregue,Fora do Prazo,2.0,0,,
732,2025-04-29,JPM,2025-04-30,2025-05-14,Entregue,Fora do Prazo,15.0,1,,
733,2025-04-29,CM,2025-04-30,2025-05-14,Entregue,Fora do Prazo,15.0,1,,
734,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
735,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
736,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
737,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
738,2025-04-30,DLCA,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
739,2025-04-30,JPM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
740,2025-04-30,EMSPPA,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
741,2025-04-30,EMSPPA,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
742,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
743,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
744,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
745,2025-04-30,VC,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
746,2025-04-30,CIDB,2025-05-21,2025-05-27,Entregue,Fora do Prazo,27.0,21,,
747,2025-04-30,MTLEC,2025-05-21,2025-05-22,Entregue,Fora do Prazo,22.0,21,,
748,2025-04-30,WEPP,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
749,2025-04-30,VC,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
750,2025-04-30,MRFC,2025-06-16,2025-06-20,Entregue,Fora do Prazo,51.0,47,,
751,2025-04-30,RCSS,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
752,2025-04-30,OBIC,2025-06-16,2025-06-20,Entregue,Fora do Prazo,51.0,47,,
753,2025-04-30,RCSS,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
754,2025-04-30,RCSS,2025-06-16,2025-06-20,Entregue,Fora do Prazo,51.0,47,,
755,2025-04-30,SRPA,2025-05-05,2025-05-13,Entregue,Fora do Prazo,13.0,5,,
756,2025-04-30,MCA,2025-06-16,2025-06-20,Entregue,Fora do Prazo,51.0,47,,
757,2025-04-30,MCA,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
758,2025-04-30,RCM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
759,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
760,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
761,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
762,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
763,2025-04-30,RCM,2025-04-30,2025-04-30,Entregue,Dentro do prazo,0.0,0,,
764,2025-04-30,SWA4,2025-04-30,2025-05-01,Entregue,Fora do Prazo,1.0,0,,
765,2025-05-02,HHC,2025-05-02,2025-05-02,Entregue,Dentro do prazo,0.0,0,,
766,2025-05-02,CHNS,2025-05-02,2025-05-02,Entregue,Dentro do prazo,0.0,0,,
767,2025-05-02,CHNS,2025-05-02,2025-05-02,Entregue,Dentro do prazo,0.0,0,,
768,2025-05-02,EST,2025-05-02,2025-05-02,Entregue,Dentro do prazo,0.0,0,,
769,2025-05-02,EST,2025-05-02,2025-05-02,Entregue,Dentro do prazo,0.0,0,,
770,2025-05-05,EST,2025-05-05,2025-05-05,Entregue,Dentro do prazo,0.0,0,,
771,2025-05-05,EST,2025-05-05,2025-05-05,Entregue,Dentro do prazo,0.0,0,,
772,2025-05-05,VCZ,2025-05-05,2025-05-06,Entregue,Fora do Prazo,1.0,0,,
773,2025-05-05,MOLE,2025-05-05,2025-05-05,Entregue,Dentro do prazo,0.0,0,,
774,2025-05-05,VC,2025-05-05,2025-05-05,Entregue,Dentro do prazo,0.0,0,,
775,2025-05-05,HMC,2025-05-05,2025-05-05,Entregue,Dentro do prazo,0.0,0,,
776,2025-05-05,HMC,2025-05-05,2025-05-14,Entregue,Fora do Prazo,9.0,0,,
777,2025-05-05,HMC,2025-05-09,2025-05-07,Entregue,Dentro do prazo,2.0,4,,
778,2025-05-05,HMC,2025-05-09,2025-05-14,Entregue,Fora do Prazo,9.0,4,,
779,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo,1.0,0,,
780,2025-05-05,HMC,2025-05-09,2025-05-13,Entregue,Fora do Prazo,8.0,4,,
781,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo,1.0,0,,
782,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo,1.0,0,,
783,2025-05-06,HMC,2025-05-06,2025-05-12,Entregue,Fora do Prazo,6.0,0,,
784,2025-05-06,HMC,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
785,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
786,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
787,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
788,2025-05-06,DLCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
789,2025-05-06,BIP,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
790,2025-05-06,BM,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
791,2025-05-06,BM,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
792,2025-05-06,KTCN,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
793,2025-05-06,KTCN,2025-05-19,2025-05-27,Entregue,Fora do Prazo,21.0,13,,
794,2025-05-06,CHNS,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
795,2025-05-06,RPCT,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
796,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo,2.0,0,,
797,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo,2.0,0,,
798,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo,2.0,0,,
799,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo,2.0,0,,
800,2025-05-06,RPCT,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
801,2025-05-06,AFE,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
802,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
803,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
804,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
805,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
806,2025-05-06,PB,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
807,2025-05-06,PB,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
808,2025-05-06,MOLE,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
809,2025-05-06,RAGS,2025-05-06,2025-05-06,Entregue,Dentro do prazo,0.0,0,,
813,2025-05-06,MR,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
814,2025-05-06,MR,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
815,2025-05-06,SGB,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
816,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
817,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
818,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
819,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
820,2025-05-06,MCA,2025-05-20,2025-05-20,Entregue,Dentro do prazo,14.0,14,,
821,2025-05-07,SRPA,2025-05-07,2025-05-07,Entregue,Dentro do prazo,0.0,0,,
822,2025-05-07,SRPA,2025-05-07,2025-05-14,Entregue,Fora do Prazo,7.0,0,,
823,2025-05-07,SRPA,2025-05-07,2025-05-14,Entregue,Fora do Prazo,7.0,0,,
824,2025-05-07,JMCT,2025-05-30,2025-05-23,Entregue,Dentro do prazo,16.0,23,,
825,2025-05-07,WCI,2025-05-30,2025-05-23,Entregue,Dentro do prazo,16.0,23,,
826,2025-05-07,WCI,2025-05-30,2025-06-13,Entregue,Fora do Prazo,37.0,23,,
827,2025-05-07,WCI,2025-05-30,2025-06-13,Entregue,Fora do Prazo,37.0,23,,
828,2025-05-07,WCI,2025-05-19,2025-05-23,Entregue,Fora do Prazo,16.0,12,,
829,2025-05-07,VCZ,2025-05-30,2025-05-23,Entregue,Dentro do prazo,16.0,23,,
830,2025-05-07,DCD,2025-05-30,2025-05-23,Entregue,Dentro do prazo,16.0,23,,
831,2025-05-07,VC,2025-05-30,2025-05-23,Entregue,Dentro do prazo,16.0,23,,
832,2025-05-08,VTA,2025-06-12,2025-06-16,Entregue,Fora do Prazo,39.0,35,,
833,2025-05-08,VC,2025-06-12,2025-06-16,Entregue,Fora do Prazo,39.0,35,,
834,2025-05-08,MJA,2025-06-12,2025-06-16,Entregue,Fora do Prazo,39.0,35,,
835,2025-05-08,MJA,2025-06-12,2025-06-16,Entregue,Fora do Prazo,39.0,35,,
836,2025-05-08,SVGM,2025-05-08,2025-05-20,Entregue,Fora do Prazo,12.0,0,,
837,2025-05-08,SVGM,2025-05-30,2025-05-20,Entregue,Dentro do prazo,12.0,22,,
838,2025-05-08,SVGM,2025-05-30,2025-05-20,Entregue,Dentro do prazo,12.0,22,,
839,2025-05-08,LNCE,2025-05-30,2025-05-20,Entregue,Dentro do prazo,12.0,22,,
840,2025-05-08,PMIC,2025-05-30,2025-05-20,Entregue,Dentro do prazo,12.0,22,,
841,2025-05-08,MJA,2025-05-30,2025-05-20,Entregue,Dentro do prazo,12.0,22,,
842,2025-05-08,PMIC,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
843,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
844,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
845,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
846,2025-05-08,MUL,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
847,2025-05-08,CM4,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
848,2025-05-08,GPM GPM,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
849,2025-05-08,GPM GPM,2025-05-30,2025-06-10,Entregue,Fora do Prazo,33.0,22,,
850,2025-05-08,GPM GPM,2025-05-08,2025-05-20,Entregue,Fora do Prazo,12.0,0,,
851,2025-05-08,GPM GPM,2025-05-08,2025-05-20,Entregue,Fora do Prazo,12.0,0,,
852,2025-05-08,GPM GPM,2025-05-12,2025-05-14,Entregue,Fora do Prazo,6.0,4,,
853,2025-05-09,GPM GPM,2025-05-12,2025-05-14,Entregue,Fora do Prazo,5.0,3,,
854,2025-05-09,GPM GPM,2025-05-12,2025-05-20,Entregue,Fora do Prazo,11.0,3,,
855,2025-05-09,GPM GPM,2025-05-09,2025-05-09,Entregue,Dentro do prazo,0.0,0,,
856,2025-05-09,MJA,2025-05-09,2025-05-14,Entregue,Fora do Prazo,5.0,0,,
857,2025-05-09,MJA,2025-05-09,2025-05-13,Entregue,Fora do Prazo,4.0,0,,
858,2025-05-09,MJA,2025-05-09,2025-05-13,Entregue,Fora do Prazo,4.0,0,,
859,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo,11.0,0,,
860,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo,11.0,0,,
861,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo,11.0,0,,
862,2025-05-12,MJA,2025-05-14,2025-05-22,Entregue,Fora do Prazo,10.0,2,,
863,2025-05-12,MJA,2025-05-12,2025-05-20,Entregue,Fora do Prazo,8.0,0,,
864,2025-05-12,PB,2025-05-12,2025-05-22,Entregue,Fora do Prazo,10.0,0,,
865,2025-05-12,PB,2025-05-12,2025-05-14,Entregue,Fora do Prazo,2.0,0,,
866,2025-05-12,PB,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
867,2025-05-12,PB,2025-05-12,2025-05-14,Entregue,Fora do Prazo,2.0,0,,
868,2025-05-12,BCA,2025-05-12,2025-05-28,Entregue,Fora do Prazo,16.0,0,,
869,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
870,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
871,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
872,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
873,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
874,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
875,2025-05-12,MUL,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
876,2025-05-12,MUL,2025-05-12,2025-05-13,Entregue,Fora do Prazo,1.0,0,,
877,2025-05-12,MUL,2025-05-12,2025-05-22,Entregue,Fora do Prazo,10.0,0,,
878,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo,2.0,0,,
879,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo,2.0,0,,
880,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo,2.0,0,,
881,2025-05-12,MUL,2025-05-12,2025-05-22,Entregue,Fora do Prazo,10.0,0,,
