Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade
686,2025-04-27,MJA,2025-04-27,2025-04-28,Entregue,Fora do Prazo
687,2025-04-27,RTPS,2025-04-27,2025-04-28,Entregue,Fora do Prazo
688,2025-04-27,WGA,2025-04-27,2025-04-28,Entregue,Fora do Prazo
689,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
690,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
691,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
692,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
693,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
694,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
695,2025-04-27,FT,2025-04-27,2025-04-28,Entregue,Fora do Prazo
696,2025-04-27,FT,2025-04-27,2025-05-06,Entregue,Fora do Prazo
697,2025-04-27,FT,2025-04-27,2025-05-06,Entregue,Fora do Prazo
698,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo
699,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo
700,2025-04-27,VC,2025-04-27,2025-05-06,Entregue,Fora do Prazo
701,2025-04-27,SAP,2025-04-27,2025-04-28,Entregue,Fora do Prazo
702,2025-04-27,TOD,2025-04-27,2025-04-28,Entregue,Fora do Prazo
703,2025-04-27,MJA,2025-04-27,2025-04-28,Entregue,Fora do Prazo
704,2025-04-28,AB,2025-04-28,2025-04-28,Entregue,Dentro do prazo
705,2025-04-28,STO,2025-04-30,2025-05-01,Entregue,Fora do Prazo
706,2025-04-28,PB,2025-04-28,2025-04-28,Entregue,Dentro do prazo
707,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo
708,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo
709,2025-04-28,JOW,2025-04-28,2025-04-28,Entregue,Dentro do prazo
710,2025-04-28,PB,2025-04-28,2025-04-28,Entregue,Dentro do prazo
711,2025-04-28,BFPS,2025-04-28,2025-04-28,Entregue,Dentro do prazo
712,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo
713,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo
714,2025-04-28,TOD,2025-04-28,2025-04-28,Entregue,Dentro do prazo
715,2025-04-28,AFE,2025-04-28,2025-04-28,Entregue,Dentro do prazo
716,2025-04-28,AFE,2025-04-28,2025-04-28,Entregue,Dentro do prazo
717,2025-04-28,FSS,2025-04-28,2025-04-29,Entregue,Fora do Prazo
718,2025-04-28,CM,2025-05-02,2025-05-01,Entregue,Dentro do prazo
719,2025-04-28,CIMDE,2025-04-28,2025-04-28,Entregue,Dentro do prazo
720,2025-04-28,MJA,2025-04-28,2025-04-29,Entregue,Fora do Prazo
721,2025-04-28,ACDMH,2025-04-28,2025-05-14,Entregue,Fora do Prazo
722,2025-04-29,VC,2025-04-29,2025-05-01,Entregue,Fora do Prazo
723,2025-04-29,PB,2025-04-29,2025-05-01,Entregue,Fora do Prazo
724,2025-04-29,LCM,2025-04-29,2025-05-01,Entregue,Fora do Prazo
725,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo
726,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo
727,2025-04-29,DLCA,2025-04-29,2025-05-01,Entregue,Fora do Prazo
728,2025-04-29,DLCA,2025-04-29,2025-05-05,Entregue,Fora do Prazo
729,2025-04-29,JOW,2025-05-05,2025-05-06,Entregue,Fora do Prazo
730,2025-04-29,CDMICT,2025-04-29,2025-05-01,Entregue,Fora do Prazo
731,2025-04-29,SWA,2025-04-29,2025-05-01,Entregue,Fora do Prazo
732,2025-04-29,JPM,2025-04-30,2025-05-14,Entregue,Fora do Prazo
733,2025-04-29,CM,2025-04-30,2025-05-14,Entregue,Fora do Prazo
734,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
735,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
736,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
737,2025-04-30,CM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
738,2025-04-30,DLCA,2025-04-30,2025-04-30,Entregue,Dentro do prazo
739,2025-04-30,JPM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
740,2025-04-30,EMSPPA,2025-04-30,2025-04-30,Entregue,Dentro do prazo
741,2025-04-30,EMSPPA,2025-04-30,2025-04-30,Entregue,Dentro do prazo
742,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo
743,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo
744,2025-04-30,SGB,2025-04-30,2025-04-30,Entregue,Dentro do prazo
745,2025-04-30,VC,2025-05-05,2025-05-13,Entregue,Fora do Prazo
746,2025-04-30,CIDB,2025-05-21,2025-05-27,Entregue,Fora do Prazo
747,2025-04-30,MTLEC,2025-05-21,2025-05-22,Entregue,Fora do Prazo
748,2025-04-30,WEPP,2025-05-05,2025-05-13,Entregue,Fora do Prazo
749,2025-04-30,VC,2025-05-05,2025-05-13,Entregue,Fora do Prazo
750,2025-04-30,MRFC,2025-06-16,2025-06-20,Entregue,Fora do Prazo
751,2025-04-30,RCSS,2025-05-05,2025-05-13,Entregue,Fora do Prazo
752,2025-04-30,OBIC,2025-06-16,2025-06-20,Entregue,Fora do Prazo
753,2025-04-30,RCSS,2025-05-05,2025-05-13,Entregue,Fora do Prazo
754,2025-04-30,RCSS,2025-06-16,2025-06-20,Entregue,Fora do Prazo
755,2025-04-30,SRPA,2025-05-05,2025-05-13,Entregue,Fora do Prazo
756,2025-04-30,MCA,2025-06-16,2025-06-20,Entregue,Fora do Prazo
757,2025-04-30,MCA,2025-04-30,2025-04-30,Entregue,Dentro do prazo
758,2025-04-30,RCM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
759,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo
760,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo
761,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo
762,2025-04-30,ALRT,2025-04-30,2025-04-30,Entregue,Dentro do prazo
763,2025-04-30,RCM,2025-04-30,2025-04-30,Entregue,Dentro do prazo
764,2025-04-30,SWA4,2025-04-30,2025-05-01,Entregue,Fora do Prazo
765,2025-05-02,HHC,2025-05-02,2025-05-02,Entregue,Dentro do prazo
766,2025-05-02,CHNS,2025-05-02,2025-05-02,Entregue,Dentro do prazo
767,2025-05-02,CHNS,2025-05-02,2025-05-02,Entregue,Dentro do prazo
768,2025-05-02,EST,2025-05-02,2025-05-02,Entregue,Dentro do prazo
769,2025-05-02,EST,2025-05-02,2025-05-02,Entregue,Dentro do prazo
770,2025-05-05,EST,2025-05-05,2025-05-05,Entregue,Dentro do prazo
771,2025-05-05,EST,2025-05-05,2025-05-05,Entregue,Dentro do prazo
772,2025-05-05,VCZ,2025-05-05,2025-05-06,Entregue,Fora do Prazo
773,2025-05-05,MOLE,2025-05-05,2025-05-05,Entregue,Dentro do prazo
774,2025-05-05,VC,2025-05-05,2025-05-05,Entregue,Dentro do prazo
775,2025-05-05,HMC,2025-05-05,2025-05-05,Entregue,Dentro do prazo
776,2025-05-05,HMC,2025-05-05,2025-05-14,Entregue,Fora do Prazo
777,2025-05-05,HMC,2025-05-09,2025-05-07,Entregue,Dentro do prazo
778,2025-05-05,HMC,2025-05-09,2025-05-14,Entregue,Fora do Prazo
779,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo
780,2025-05-05,HMC,2025-05-09,2025-05-13,Entregue,Fora do Prazo
781,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo
782,2025-05-05,HMC,2025-05-05,2025-05-06,Entregue,Fora do Prazo
783,2025-05-06,HMC,2025-05-06,2025-05-12,Entregue,Fora do Prazo
784,2025-05-06,HMC,2025-05-06,2025-05-06,Entregue,Dentro do prazo
785,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
786,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
787,2025-05-06,MCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
788,2025-05-06,DLCA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
789,2025-05-06,BIP,2025-05-06,2025-05-06,Entregue,Dentro do prazo
790,2025-05-06,BM,2025-05-06,2025-05-06,Entregue,Dentro do prazo
791,2025-05-06,BM,2025-05-06,2025-05-06,Entregue,Dentro do prazo
792,2025-05-06,KTCN,2025-05-06,2025-05-06,Entregue,Dentro do prazo
793,2025-05-06,KTCN,2025-05-19,2025-05-27,Entregue,Fora do Prazo
794,2025-05-06,CHNS,2025-05-06,2025-05-06,Entregue,Dentro do prazo
795,2025-05-06,RPCT,2025-05-06,2025-05-06,Entregue,Dentro do prazo
796,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo
797,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo
798,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo
799,2025-05-06,RPCT,2025-05-06,2025-05-08,Entregue,Fora do Prazo
800,2025-05-06,RPCT,2025-05-06,2025-05-06,Entregue,Dentro do prazo
801,2025-05-06,AFE,2025-05-06,2025-05-06,Entregue,Dentro do prazo
802,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
803,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
804,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
805,2025-05-06,MJA,2025-05-06,2025-05-06,Entregue,Dentro do prazo
806,2025-05-06,PB,2025-05-06,2025-05-06,Entregue,Dentro do prazo
807,2025-05-06,PB,2025-05-06,2025-05-06,Entregue,Dentro do prazo
808,2025-05-06,MOLE,2025-05-06,2025-05-06,Entregue,Dentro do prazo
809,2025-05-06,RAGS,2025-05-06,2025-05-06,Entregue,Dentro do prazo
810,2025-05-06,PB,2025-07-31,,Não entregue,
811,2025-05-06,MR,2025-07-31,,Não entregue,
812,2025-05-06,MR,2025-07-31,,Não entregue,
813,2025-05-06,MR,2025-05-20,2025-05-20,Entregue,Dentro do prazo
814,2025-05-06,MR,2025-05-20,2025-05-20,Entregue,Dentro do prazo
815,2025-05-06,SGB,2025-05-20,2025-05-20,Entregue,Dentro do prazo
816,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo
817,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo
818,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo
819,2025-05-06,SRPA,2025-05-20,2025-05-20,Entregue,Dentro do prazo
820,2025-05-06,MCA,2025-05-20,2025-05-20,Entregue,Dentro do prazo
821,2025-05-07,SRPA,2025-05-07,2025-05-07,Entregue,Dentro do prazo
822,2025-05-07,SRPA,2025-05-07,2025-05-14,Entregue,Fora do Prazo
823,2025-05-07,SRPA,2025-05-07,2025-05-14,Entregue,Fora do Prazo
824,2025-05-07,JMCT,2025-05-30,2025-05-23,Entregue,Dentro do prazo
825,2025-05-07,WCI,2025-05-30,2025-05-23,Entregue,Dentro do prazo
826,2025-05-07,WCI,2025-05-30,2025-06-13,Entregue,Fora do Prazo
827,2025-05-07,WCI,2025-05-30,2025-06-13,Entregue,Fora do Prazo
828,2025-05-07,WCI,2025-05-19,2025-05-23,Entregue,Fora do Prazo
829,2025-05-07,VCZ,2025-05-30,2025-05-23,Entregue,Dentro do prazo
830,2025-05-07,DCD,2025-05-30,2025-05-23,Entregue,Dentro do prazo
831,2025-05-07,VC,2025-05-30,2025-05-23,Entregue,Dentro do prazo
832,2025-05-08,VTA,2025-06-12,2025-06-16,Entregue,Fora do Prazo
833,2025-05-08,VC,2025-06-12,2025-06-16,Entregue,Fora do Prazo
834,2025-05-08,MJA,2025-06-12,2025-06-16,Entregue,Fora do Prazo
835,2025-05-08,MJA,2025-06-12,2025-06-16,Entregue,Fora do Prazo
836,2025-05-08,SVGM,2025-05-08,2025-05-20,Entregue,Fora do Prazo
837,2025-05-08,SVGM,2025-05-30,2025-05-20,Entregue,Dentro do prazo
838,2025-05-08,SVGM,2025-05-30,2025-05-20,Entregue,Dentro do prazo
839,2025-05-08,LNCE,2025-05-30,2025-05-20,Entregue,Dentro do prazo
840,2025-05-08,PMIC,2025-05-30,2025-05-20,Entregue,Dentro do prazo
841,2025-05-08,MJA,2025-05-30,2025-05-20,Entregue,Dentro do prazo
842,2025-05-08,PMIC,2025-05-30,2025-06-10,Entregue,Fora do Prazo
843,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo
844,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo
845,2025-05-08,RCO SME,2025-05-30,2025-06-10,Entregue,Fora do Prazo
846,2025-05-08,MUL,2025-05-30,2025-06-10,Entregue,Fora do Prazo
847,2025-05-08,CM4,2025-05-30,2025-06-10,Entregue,Fora do Prazo
848,2025-05-08,GPM GPM,2025-05-30,2025-06-10,Entregue,Fora do Prazo
849,2025-05-08,GPM GPM,2025-05-30,2025-06-10,Entregue,Fora do Prazo
850,2025-05-08,GPM GPM,2025-05-08,2025-05-20,Entregue,Fora do Prazo
851,2025-05-08,GPM GPM,2025-05-08,2025-05-20,Entregue,Fora do Prazo
852,2025-05-08,GPM GPM,2025-05-12,2025-05-14,Entregue,Fora do Prazo
853,2025-05-09,GPM GPM,2025-05-12,2025-05-14,Entregue,Fora do Prazo
854,2025-05-09,GPM GPM,2025-05-12,2025-05-20,Entregue,Fora do Prazo
855,2025-05-09,GPM GPM,2025-05-09,2025-05-09,Entregue,Dentro do prazo
856,2025-05-09,MJA,2025-05-09,2025-05-14,Entregue,Fora do Prazo
857,2025-05-09,MJA,2025-05-09,2025-05-13,Entregue,Fora do Prazo
858,2025-05-09,MJA,2025-05-09,2025-05-13,Entregue,Fora do Prazo
859,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo
860,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo
861,2025-05-09,MJA,2025-05-09,2025-05-20,Entregue,Fora do Prazo
862,2025-05-12,MJA,2025-05-14,2025-05-22,Entregue,Fora do Prazo
863,2025-05-12,MJA,2025-05-12,2025-05-20,Entregue,Fora do Prazo
864,2025-05-12,PB,2025-05-12,2025-05-22,Entregue,Fora do Prazo
865,2025-05-12,PB,2025-05-12,2025-05-14,Entregue,Fora do Prazo
866,2025-05-12,PB,2025-05-12,2025-05-13,Entregue,Fora do Prazo
867,2025-05-12,PB,2025-05-12,2025-05-14,Entregue,Fora do Prazo
868,2025-05-12,BCA,2025-05-12,2025-05-28,Entregue,Fora do Prazo
869,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
870,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
871,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
872,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
873,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
874,2025-05-12,GPM GPM,2025-05-12,2025-05-13,Entregue,Fora do Prazo
875,2025-05-12,MUL,2025-05-12,2025-05-13,Entregue,Fora do Prazo
876,2025-05-12,MUL,2025-05-12,2025-05-13,Entregue,Fora do Prazo
877,2025-05-12,MUL,2025-05-12,2025-05-22,Entregue,Fora do Prazo
878,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo
879,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo
880,2025-05-12,MUL,2025-05-12,2025-05-14,Entregue,Fora do Prazo
881,2025-05-12,MUL,2025-05-12,2025-05-22,Entregue,Fora do Prazo
882,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo
883,2025-05-12,MUL,2025-06-06,2025-06-13,Entregue,Fora do Prazo
884,2025-05-12,MUL,2025-06-06,2025-06-13,Entregue,Fora do Prazo
885,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo
886,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo
887,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo
888,2025-05-12,MUL,2025-06-12,2025-07-02,Entregue,Fora do Prazo
889,2025-05-12,MUL,2025-06-12,2025-07-02,Entregue,Fora do Prazo
890,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo
891,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo
892,2025-05-12,DLCA,2025-05-12,2025-05-19,Entregue,Fora do Prazo
893,2025-05-12,DLCA,2025-05-12,2025-05-19,Entregue,Fora do Prazo
894,2025-05-12,VC,2025-05-12,2025-05-23,Entregue,Fora do Prazo
895,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo
896,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo
897,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo
898,2025-05-12,TRE,2025-05-12,2025-05-23,Entregue,Fora do Prazo
899,2025-05-12,DSC,2025-05-12,2025-05-23,Entregue,Fora do Prazo
900,2025-05-12,BICIE,2025-05-12,2025-05-23,Entregue,Fora do Prazo
901,2025-05-12,PB,2025-05-12,2025-05-23,Entregue,Fora do Prazo
902,2025-05-13,STO,2025-05-13,2025-05-20,Entregue,Fora do Prazo
903,2025-05-13,PB,2025-05-13,2025-05-20,Entregue,Fora do Prazo
904,2025-05-13,CMMH,2025-07-14,2025-06-27,Entregue,Dentro do prazo
905,2025-05-13,BIP,2025-07-14,2025-06-27,Entregue,Dentro do prazo
906,2025-05-13,BM,2025-07-14,2025-06-27,Entregue,Dentro do prazo
907,2025-05-13,BM,2025-05-13,2025-05-13,Entregue,Dentro do prazo
908,2025-05-13,CHNS,2025-06-12,2025-06-11,Entregue,Dentro do prazo
909,2025-05-13,CHNS,2025-06-12,2025-06-11,Entregue,Dentro do prazo
910,2025-05-13,ACDMH,2025-06-12,2025-06-11,Entregue,Dentro do prazo
911,2025-05-13,DLCA,2025-06-12,2025-06-11,Entregue,Dentro do prazo
912,2025-05-14,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
913,2025-05-14,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
914,2025-05-14,ILC,2025-05-15,2025-05-14,Entregue,Dentro do prazo
915,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo
916,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo
917,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo
918,2025-05-14,STO,2025-05-14,2025-05-14,Entregue,Dentro do prazo
919,2025-05-14,GPM GPM,2025-05-14,2025-05-14,Entregue,Dentro do prazo
920,2025-05-14,MUL,2025-05-14,2025-05-14,Entregue,Dentro do prazo
921,2025-05-14,MUL,2025-05-14,2025-05-14,Entregue,Dentro do prazo
922,2025-05-14,PB,2025-05-14,2025-05-14,Entregue,Dentro do prazo
923,2025-05-14,GPM GPM,2025-05-19,2025-05-20,Entregue,Fora do Prazo
924,2025-05-14,GPM GPM,2025-05-19,2025-05-20,Entregue,Fora do Prazo
925,2025-05-14,GPM GPM,2025-05-14,2025-05-19,Entregue,Fora do Prazo
926,2025-05-14,GPM GPM,2025-05-14,2025-05-16,Entregue,Fora do Prazo
927,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
928,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
929,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
930,2025-05-15,GPM GPM,2025-06-02,2025-06-11,Entregue,Fora do Prazo
931,2025-05-15,GPM GPM,2025-06-23,2025-06-11,Entregue,Dentro do prazo
932,2025-05-15,PAS,2025-05-26,2025-05-27,Entregue,Fora do Prazo
933,2025-05-15,STO,2025-05-26,2025-05-27,Entregue,Fora do Prazo
934,2025-05-15,LCM,2025-05-17,2025-06-11,Entregue,Fora do Prazo
935,2025-05-15,RMF,2025-05-15,2025-05-16,Entregue,Fora do Prazo
936,2025-05-15,ACV,2025-05-15,2025-05-16,Entregue,Fora do Prazo
937,2025-05-15,ACV,2025-05-15,2025-05-19,Entregue,Fora do Prazo
938,2025-05-15,VC,2025-05-15,2025-05-19,Entregue,Fora do Prazo
939,2025-05-15,VC,2025-05-15,2025-05-19,Entregue,Fora do Prazo
940,2025-05-15,ACV,2025-05-15,2025-05-19,Entregue,Fora do Prazo
941,2025-05-15,STO,2025-05-15,2025-05-19,Entregue,Fora do Prazo
942,2025-05-15,STO,2025-05-15,2025-05-19,Entregue,Fora do Prazo
943,2025-05-15,MDMEC,2025-05-15,2025-05-19,Entregue,Fora do Prazo
944,2025-05-15,RIC,2025-05-15,2025-05-19,Entregue,Fora do Prazo
945,2025-05-15,PIC,2025-05-15,2025-05-19,Entregue,Fora do Prazo
946,2025-05-15,PIC,2025-05-15,2025-05-16,Entregue,Fora do Prazo
947,2025-05-15,EST,2025-05-15,2025-05-16,Entregue,Fora do Prazo
948,2025-05-15,RIC,2025-05-15,2025-05-16,Entregue,Fora do Prazo
949,2025-05-16,RCSS,2025-05-16,2025-05-16,Entregue,Dentro do prazo
950,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo
951,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo
952,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo
953,2025-05-16,BCA,2025-05-19,2025-05-20,Entregue,Fora do Prazo
954,2025-05-16,BCA,2025-05-23,2025-06-16,Entregue,Fora do Prazo
955,2025-05-16,BICIE,2025-06-12,2025-07-01,Entregue,Fora do Prazo
956,2025-05-16,VCZ,2025-06-12,2025-07-01,Entregue,Fora do Prazo
957,2025-05-16,SRPA,2025-06-12,2025-07-01,Entregue,Fora do Prazo
958,2025-05-16,SRPA,2025-06-12,2025-07-01,Entregue,Fora do Prazo
959,2025-05-16,SWA,2025-06-12,2025-07-01,Entregue,Fora do Prazo
960,2025-05-16,SWA,2025-05-16,2025-05-26,Entregue,Fora do Prazo
961,2025-05-16,SWA,2025-05-22,2025-05-26,Entregue,Fora do Prazo
962,2025-05-16,BCA,2025-06-12,2025-05-26,Entregue,Dentro do prazo
963,2025-05-16,ENICA,2025-07-12,2025-05-26,Entregue,Dentro do prazo
964,2025-05-16,TOD,2025-05-23,2025-05-26,Entregue,Fora do Prazo
965,2025-05-16,TOD,2025-05-22,2025-05-26,Entregue,Fora do Prazo
966,2025-05-16,TOD,2025-06-06,2025-05-23,Entregue,Dentro do prazo
967,2025-05-16,TOD,2025-05-19,2025-06-11,Entregue,Fora do Prazo
968,2025-05-16,TOD,2025-05-19,2025-05-21,Entregue,Fora do Prazo
969,2025-05-19,HMC,2025-05-19,2025-05-21,Entregue,Fora do Prazo
970,2025-05-19,RCM,2025-08-10,2025-06-13,Entregue,Dentro do prazo
971,2025-05-19,SWA,2025-08-10,,Não entregue,
972,2025-05-19,SWA,2025-08-10,,Não entregue,
973,2025-05-19,SWA,2025-05-21,2025-06-16,Entregue,Fora do Prazo
974,2025-05-19,MOLE,2025-05-19,2025-05-21,Entregue,Fora do Prazo
975,2025-05-19,MOLE,2025-05-22,2025-05-21,Entregue,Dentro do prazo
976,2025-05-19,MJA,2025-05-19,2025-05-22,Entregue,Fora do Prazo
977,2025-05-20,TOD,2025-05-26,2025-05-29,Entregue,Fora do Prazo
978,2025-05-20,MUL,2025-05-26,2025-05-29,Entregue,Fora do Prazo
979,2025-05-20,PB,2025-05-26,2025-05-29,Entregue,Fora do Prazo
980,2025-05-20,PB,2025-05-20,2025-05-27,Entregue,Fora do Prazo
981,2025-05-20,PB,2025-05-20,2025-05-27,Entregue,Fora do Prazo
982,2025-05-20,PIN,2025-05-26,2025-05-30,Entregue,Fora do Prazo
983,2025-05-20,PB,2025-05-23,2025-05-21,Entregue,Dentro do prazo
984,2025-05-21,DCS,2025-05-26,2025-05-27,Entregue,Fora do Prazo
985,2025-05-21,MJA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
986,2025-05-21,MJA,2025-05-26,2025-06-06,Entregue,Fora do Prazo
987,2025-05-21,TOD,2025-05-26,2025-06-06,Entregue,Fora do Prazo
988,2025-05-21,JPM,2025-05-21,2025-05-22,Entregue,Fora do Prazo
989,2025-05-21,MJA,2025-05-21,2025-05-22,Entregue,Fora do Prazo
990,2025-05-21,VC,2025-05-21,2025-06-11,Entregue,Fora do Prazo
991,2025-05-21,ALRT,2025-05-23,2025-06-11,Entregue,Fora do Prazo
992,2025-05-21,ALRT,2025-05-28,2025-05-28,Entregue,Dentro do prazo
993,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
994,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
995,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
996,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
997,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
998,2025-05-21,MF,2025-05-21,2025-05-21,Entregue,Dentro do prazo
999,2025-05-21,MF,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1000,2025-05-21,CCT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1001,2025-05-21,CCT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1002,2025-05-21,STO,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1003,2025-05-21,DCS,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1004,2025-05-21,STO,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1005,2025-05-21,STO,2025-05-21,2025-05-28,Entregue,Fora do Prazo
1006,2025-05-21,FT,2025-05-21,2025-05-28,Entregue,Fora do Prazo
1007,2025-05-21,PB,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1008,2025-05-21,MJA,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1009,2025-05-21,AEA,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1010,2025-05-21,AEA,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1011,2025-05-21,MJA,2025-05-21,2025-05-26,Entregue,Fora do Prazo
1012,2025-05-21,RTPS,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1013,2025-05-21,WGA,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1014,2025-05-21,FT,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1015,2025-05-21,FT,2025-05-21,2025-05-21,Entregue,Dentro do prazo
1016,2025-05-21,FT,2025-05-21,2025-05-22,Entregue,Fora do Prazo
1017,2025-05-22,FT,2025-05-22,2025-05-22,Entregue,Dentro do prazo
1018,2025-05-22,FT,2025-05-22,2025-06-04,Entregue,Fora do Prazo
1019,2025-05-22,FT,2025-05-22,2025-05-22,Entregue,Dentro do prazo
1020,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1021,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1022,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1023,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1024,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo
